date,Research,gasage_yr_bp,co2_ppmv,sig_mean_co2_ppmv
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38533.2,210.0786906,0.404571103
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38573.6,208.2332726,1.985
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38621.8,204.7919056,0.46
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38670.8,204.4555539,0.742870278
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38723.4,206.543994,0.305341339
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38812.6,206.0857876,0.256406795
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38874.7,205.6509899,0.02
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38955.6,205.9880896,1.312762143
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38976.8,202.3448524,1.415
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39053.6,204.2829889,0.675
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39120.5,207.3235852,0.2
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39265.7,208.6850913,1.695
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39303.2,209.4956419,0.47
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39319.9,209.3264563,0.485
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39339.8,207.8680804,0.785
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39379.4,204.7773758,1.061114508
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39402.9,191.5315634,0.905
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39454.4,198.1385036,1.031527993
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39515.4,200.4029739,1.365
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39621,195.7015925,2.077983798
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39709.2,196.6742707,1.06
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39757.1,193.5813542,1.155
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39885,193.8730989,0.200333056
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",39900.5,197.5525073,0.670256999
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",40042.7,192.5956556,2.213300703
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",40112.1,193.0813143,0.445
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",40145.3,193.6903119,0.415
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",40308.4,197.904549,1.39307259
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",40485.94648,201.322686,1.372481383
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",40553.44,201.4844525,1.089240364
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",40754.3,200.4661596,0.744156201
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",40907.3886,200.966198,1.920354582
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",41167.90404,201.5320304,1.879866406
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",41303.5942,204.1853976,1.54499158
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",41605.9736,205.4900664,0.987266642
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",41759.2075,201.124349,1.002119947
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",41900.6868,199.8905658,1.363585049
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",42315.8175,200.8960917,1.243334774
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",42628.3001,204.8267435,0.19154571
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",42849.867,206.3541547,1.069840976
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",42968.0782,204.2604784,0.759474965
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",43171.885,203.1620719,1.42589144
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",43350.6625,201.664624,1.813438534
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",43515.82055,204.2219504,0.861603836
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",43661.15755,203.1809191,1.051769711
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",43809.01,201.6896729,1.131312331
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44095.19615,204.3059191,0.921897787
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44204.4464,201.9967901,0.521811124
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44350.465,206.2215635,1.859296374
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44490.5025,204.8261548,1.322109673
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44655.535,212.2853728,0.846606867
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44816.0105,210.4383494,0.561588533
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",44996.157,211.4870757,0.349330186
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",45142.015,207.9533487,0.707327847
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",45280.3875,213.9182294,0.816926217
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",45460.3224,214.5013713,0.808829781
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",45696.055,217.5118697,2.157603814
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",45877.10855,222.7174679,0.328685663
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46057.3338,221.7721745,1.736490269
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46181.255,219.2468729,1.194693904
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46308.5475,218.3488824,1.449601937
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46635.902,216.4166322,1.436574185
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46746.4378,214.1828462,0.987107882
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",46887.935,210.8376323,1.500661035
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",47086.275,210.2720271,0.532235895
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",47314.9762,207.5966069,1.200587191
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",47524.3569,204.2599351,0.975694668
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",47710.39,203.7878949,0.386623435
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",47943.7511,205.6596509,0.971897897
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",48223.18175,206.182083,2.04721796
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",48427.86,200.9751439,0.564485567
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",48987.95265,201.5786292,0.880330469
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",49302.9804,200.1200432,0.403025628
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",49462.65525,204.0580379,1.221002185
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",49728.315,203.8713291,1.25923352
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",50006.51,204.3767601,1.649325509
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",50220.5469,206.7440269,0.475507457
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",50527.41475,207.4099903,0.459072292
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",51029.1701,207.6364359,0.910046631
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",51431.4466,211.5708471,0.392047134
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",51779.53,215.0771298,1.772271182
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",52086.81985,213.8178172,0.732516462
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",52384.7809,219.082541,0.275171352
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",52573.676,220.7236107,0.356166313
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",52800.7425,221.147906,1.091793414
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",53108.2525,223.717214,1.678895287
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",53400.45315,223.2619903,0.887138566
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",53806.25205,221.1379091,1.490403267
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",54156.6032,220.3743648,0.851119026
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",54387.125,217.9567383,1.837334958
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",54694.6125,213.8870139,1.137535889
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",55014.48765,216.8579027,0.612971048
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",55293.45915,208.1935057,0.715625749
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",55553.13,214.776644,0.545485299
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",55909.5374,210.2748745,1.234413751
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",56237.1294,207.6741131,0.811906885
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",56503.5825,212.4366913,0.674928596
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",57210.94265,215.696527,0.626509111
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",57476.265,217.3763244,2.487305255
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",57843.7247,223.7182925,0.490766644
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",58217.0123,224.3533977,0.800583054
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",58433.32,223.1485504,1.224664634
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",59105.06915,231.2935761,0.147316696
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",59380.405,226.3532918,1.371892381
40-60 kyr BP:,"TALDICE (Bereiter et al., 2012)",59733.46935,223.4548161,0.696013671
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",60109.88307,216.6606808,0.837577835
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",60373.05923,212.8709103,0.709019392
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",60516.6315,217.2531323,0.600797735
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",60817.61723,213.7789541,1.38394321
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",61060.87747,207.9542585,1.25943336
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",61234.84403,210.5677071,1.010183663
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",61554.1108,210.9034029,0.700888704
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",61900.7233,206.3768852,1.197141745
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",62552.00602,202.5567478,0.945068177
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",62774.57333,202.7086782,2.335114616
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",62960.89567,200.1481332,0.646912628
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",63555.79267,197.4034359,1.220084715
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",63896.87993,197.2423664,0.781138207
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",64113.77897,199.7280299,1.311014684
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",64657.29413,203.6954667,0.506297298
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",64867.4226,201.6702794,1.187456356
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",65046.72067,199.1708057,0.658774054
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",65546.4465,208.9757824,3.338213853
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",65764.5127,198.1736043,0.742376344
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",65937.23267,200.5910835,1.459636001
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",66439.3055,204.3859977,2.87448089
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",66959.71067,207.2052246,1.686776972
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",67314.5875,201.1418996,2.002321175
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",67729.6785,203.7588046,1.059986006
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",68146.1885,200.1704381,1.617501537
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",68619.99347,203.4254725,0.569267306
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",69081.5285,205.4203591,0.893064402
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",69592.01713,211.2583878,1.127272819
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",70052.1648,215.5508132,1.775314861
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",70427.26267,220.3266112,0.547643884
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",70928.87217,225.1721591,1.378896104
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",71279.16903,235.0157701,1.239035285
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",71693.65023,237.5634446,0.754523284
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",72092.81487,239.4563537,0.883743187
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",72490.15,232.7908655,0.93627969
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",72866.04367,232.3347611,0.966935232
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",73219.31633,230.8909584,2.090306419
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",73750.95567,232.7350796,0.93522115
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",74221.48233,231.3339802,0.700267566
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",74525.645,241.2403946,0.982338886
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",75067.9515,243.2700059,1.623408293
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",75545.13367,249.5236775,0.739188557
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",75850.6505,249.9395724,0.631260834
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",76247.47217,239.3414054,1.124654064
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",76696.736,238.0131729,1.980602708
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",77056.4805,231.6834444,1.542526073
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",77615.915,224.9179538,1.297110977
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",78080.753,226.6471708,0.840985628
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",78507.95,224.1427524,0.647595788
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",78969.54013,227.2993455,0.559477406
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",79410.363,229.255335,1.344005655
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",79877.758,234.7426829,0.724391905
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",80330.3625,230.6005848,0.618883608
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",80721.7855,233.9230178,1.45576399
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",81206.9425,230.32954,0.795693913
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",81711.431,234.1341644,1.169003155
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",82068.7905,238.8889658,0.937958852
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",82526.7192,240.8729549,1.639008786
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",82988.261,246.3224641,0.697968522
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",83554.11217,247.1003682,0.996362887
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",83940.9,250.7874532,0.795549534
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",84357.4385,243.1607277,0.75886854
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",84936.769,238.4231035,1.098171453
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",85367.46933,234.6861033,0.60265585
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",85890.69383,228.763042,1.570216415
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",86498.32453,223.3774166,0.724827348
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",87027.636,221.0556106,2.319218943
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",87581.18,223.629744,0.925552877
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",88136.18,217.800963,1.570896059
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",88701.0496,223.9894141,0.503766447
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",89244.716,227.3783735,1.099460098
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",89696.25753,228.8783456,0.582713908
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",90317.294,229.7373815,1.293247086
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",90834.015,231.5586505,0.565779645
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",91445.03067,231.1207564,0.57463369
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",91949.738,233.7418403,1.111643901
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",92667.8175,232.4556887,2.220579734
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",93424.7096,235.1600042,0.825646178
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",93823.21367,238.2070953,0.774278503
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",94568.54833,242.4063602,0.533658388
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",95234.114,242.9141172,1.068042944
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",95921.48317,246.1964653,1.542984027
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",96474.88033,245.7647295,0.596831985
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",97270.891,242.354066,2.035617106
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",97927.4645,239.8585,0.449020248
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",98583.724,243.1798878,0.232982989
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",99361.42233,242.9897129,1.006816047
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",100076.8497,245.6255779,1.069157606
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",100543.1783,247.8721131,1.097890436
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",101325.675,244.7624246,1.128995372
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",101971.885,240.0715355,0.939917882
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",102764.7767,237.0732756,1.75374609
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",103308.74,240.6840721,0.93706222
60-115 kyr BP:,"EDML (Bereiter et al., 2012)",104274.3333,247.7616293,0.830223405
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",104331.2291,238.88,1.55
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",104966.4455,242.36,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",105507.1485,248.78,9.96
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",105989.8727,257.58,4.2
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",106256.3758,241.4,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",106368.2545,244.83,3.05
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",106974.8182,240.34,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",108401.9091,236.43,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",109129.4182,244.44,1.58
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",109839.9697,244.13,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",110555.3636,246.69,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",111876.8,257.93,2.94
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",112636.0606,256.79,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",112941.7273,263.12,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",113119.2697,264.75,3.64
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",113678.6364,260.58,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",114250,267.9,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",114815.3939,275.07,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",115446.6727,276.96,1.63
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",115908.5758,273.16,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",116475.5758,273.63,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",117185.5545,274.03,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",117619.3636,274.98,4.03
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",118658.2697,277.72,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",119242.5152,267.74,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",119715.5,274.59,1.3
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",120144.1212,268.73,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",120542.9091,276.82,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",121426.0152,279.48,2.26
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",121841.9697,276.61,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",122100.0018,278.25,3.4
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",122292.3636,279,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",123013.9545,279.16,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",123630.9091,274.6,6.56
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",123959.4848,275.87,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",124404.5152,281.54,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",124817.4545,275.52,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",125292.6333,276.81,2.78
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",126013.703,275.15,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",126699.9091,273.02,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",126962.0303,274.93,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",127313.8303,275.78,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",127503.5497,276.88,3.83
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",128024.4764,276.03,0.28
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",128172.6667,280.72,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",128466.7273,285.76,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",128878,271.08,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",129078.0364,268.44,1.92
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",129655.6364,260.61,3.45
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",130373.0303,251.84,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",130818.3636,250.84,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",131322.2,241.13,1.89
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",131976.2424,232.28,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",132709.8788,228,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",132931.9576,224.63,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",133775.8061,222.74,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",134522.2788,212.43,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",136565.5455,203.74,0.79
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",137763.4242,199.18,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",138834.297,198.55,1.08
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",139949.9697,192.75,0.19
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",142360.5618,196.51,0.95
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",143651.3,194.59,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",144799.5909,196.02,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",146108.2436,193.59,0.64
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",148233.4655,195.81,4.05
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",149466.1455,201.78,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",150594.8848,202.51,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",151444.8545,202.35,1.86
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",153774.6576,198.78,1.73
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",154889.1273,196.3,2.64962963
105-155 kyr BP:,"Dome C Sublimation (Schneider et al., 2013)",156306.8182,189.38,2.64962963
155-393 kyr BP:,"Vostok (Petit et al., 1999)",158666,189,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",159716,185.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",160155,187.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",163858,204.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",164334.65,196.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",166143,191.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",166784,190.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",167914.1,186.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",168745.5,183.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",169514.4,196.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",171939,197.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",174442,197.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",175833.35,196,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",176853,190.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",177533.925,189.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",177729.5,190.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",179873,207.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",181302,213.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",182196,217.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",183258,198.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",184371,199.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",186411,203.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",188437,210.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",189806.5,231.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",191254.5,231.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",191964.075,220.3,3
