date,Research,gasage_yr_bp,co2_ppmv,sig_mean_co2_ppmv
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",4981.579879,269.3,1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5086.789939,268.6,1.1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5218.566182,269.8,1.2
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5311.175758,267.6,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5357.548545,265.3,1.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5533.289576,265.2,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5581.297333,267.6,2
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5757.606364,265.9,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5852.259636,265.5,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5934.091455,260.7,1.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",5999.376061,266.7,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6089.807879,265.5,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6301.963333,263.2,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6337.206909,262.7,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6401.244848,261.2,0.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6572.291576,261.1,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6682.545394,259.4,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6769.652545,262.1,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6880.308667,262.9,0.5
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",6970.077394,258.1,1.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7038.269879,257.6,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7188.070303,262.3,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7274.01,263,0.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7405.323818,260.7,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7497.865394,258.4,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7661.366364,260.1,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7719.591515,260.4,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7860.181636,259.7,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7926.365394,259.2,0.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",7975.853939,260.8,1.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8116.284242,259.6,0.5
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8194.798788,259.3,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8351.876727,258.3,1.2
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8459.675758,261.3,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8546.579091,260.7,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8710.678182,261.8,1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8781.282364,259,1.1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8911.853879,260.9,0.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",8992.985758,260.4,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9060.173939,259.3,1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9143.012848,262,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9295.308848,263.7,1.2
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9361.11697,263.8,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9436.703455,265.2,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9518.05903,260.6,1.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9524.439455,260.9,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9555.863939,263,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9573.266606,263.8,1.2
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9901.037879,264.4,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",9992.609576,264.2,0.9
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10134.50303,264,0.3
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10192.95455,263.4,0.1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10299.55455,265.7,0.5
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10366.55576,264.9,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10505.55152,267.5,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10680.48,266.9,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10801.80909,266,1.1
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10835.74364,265.1,1.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",10954.47879,267.6,0.7
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11089.61576,264.8,0.6
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11161.06364,264.8,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11185.87091,265,0.8
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11200.57636,265.3,0.4
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11256.56788,264.4,1.5
2-11 kyr BP:,"Dome C (Monnin et al., 2001 + 2004)",11316.97879,264.1,0.7
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11339.371,264.8062515,1.665699871
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11383.156,264.8396344,1.290916678
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11399.861,268.1638828,2.545907031
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11417.453,264.4831387,2.038774676
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11435.931,270.1434591,2.109958725
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11453.064,268.8694824,0.695481145
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11472.799,269.0965825,2.520897424
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11490.446,267.1659883,0.851518926
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11507.225,267.6634444,1.153096326
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11523.934,269.5087268,0.850569195
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11543.596,266.8975316,0.658274506
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11559.612,262.7402713,1.420923136
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11576.406,267.092646,0.498572284
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11592.243,260.7019638,0.286491278
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11611.307,261.3035571,1.522123006
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11628.966,266.2202092,2.412823479
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11647.924,257.1342933,1.340435779
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11664.542,247.5528587,0.343508385
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11682.818,254.6155973,0.884033354
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11701.438,253.9908969,1.459950919
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11719.717,256.0430609,1.255824549
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11740.65,255.890869,1.399947311
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11759.212,258.7419682,1.482300166
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11780.723,258.2494701,0.332440423
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11802.789,258.5305805,1.781228819
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11820.5,257.1687108,1.484814436
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11843.327,254.3101747,1.344835711
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11863.118,253.62958,1.593077405
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11883.166,251.5617445,0.581381005
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11904.912,255.8965753,1.156984711
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11926.956,258.574987,5.263207754
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11948.086,248.9157021,2.042348144
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11969.551,253.9931438,1.299308075
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",11990.691,255.3912978,1.386457708
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12015.895,247.8506416,1.452015497
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12037.316,248.4071332,0.352983713
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12058.796,253.0980369,0.695640682
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12079.849,251.0313866,2.568520493
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12105.248,255.6570402,1.987685192
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12124.583,253.0191365,0.870187767
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12146.495,251.1387999,1.412474153
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12168.481,251.4242804,0.854933932
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12190.414,250.9681626,0.731860281
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12211.34,249.6533401,1.227277837
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12232.921,249.2318206,1.604296542
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12256.477,248.9517462,1.482776272
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12280.774,249.3772106,1.332252157
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12301.036,248.9240191,0.294095334
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12321.276,250.7315437,1.372976213
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12343.121,246.9665079,0.762458179
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12365.281,244.3094196,1.16444451
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12388.308,243.0039985,1.207676581
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12409.378,246.4034369,1.451022504
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12431.925,247.6702385,0.824429024
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12454.817,245.828192,0.555723072
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12475.39,246.1791753,0.786696478
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12495.838,244.4228225,1.179727246
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12521.35,246.7361604,1.289531686
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12543.717,249.9226267,1.721331934
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12564.615,244.2749693,1.214287069
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12586.604,247.0186642,0.271865193
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12607.644,248.0915191,1.176204354
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12629.853,246.9432776,0.452593612
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12653.637,243.9483,1.681989153
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12673.897,242.5290443,0.955009138
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12697.141,244.2425219,0.959397701
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12719.8,241.5919394,1.072175937
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12739.914,247.2987801,0.412514274
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12762.577,240.0194404,1.118580438
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12785.627,241.4960201,2.089269209
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12809.27,242.2333502,1.947292388
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12830.152,242.1466121,1.335390353
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12852.706,239.3450171,1.292546675
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12873.977,241.2383064,1.298151511
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12893.384,239.4354294,0.788201793
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12917.105,238.7942419,1.122417247
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12939.228,238.1767071,2.823889223
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12959.751,240.7072617,0.94679877
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",12980.883,237.1480182,0.807610267
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13001.057,239.4187762,2.092655676
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13021.916,234.6771144,0.191457731
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13043.693,238.8648011,1.93791055
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13066.591,237.9090254,2.235779064
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13088.223,241.5552999,1.158969694
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13128.448,234.8172846,0.110067631
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13172.67,236.9100647,0.962304186
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13216.195,239.4098937,0.693634434
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13266.965,240.4197734,0.146244443
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13304.149,236.8602209,0.342771052
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13418.103,237.8262926,1.870170376
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13486.737,240.2542736,1.409554379
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13531.749,235.8255291,0.395826205
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13600.809,243.8597984,0.124648594
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13645.346,238.5474752,0.458938722
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13712.826,241.5913913,1.232457313
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13758.73,241.1149041,2.220242509
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13827.204,239.0843507,0.100074703
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13871.566,237.9515852,0.85352273
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",13940.228,240.5703386,0.571653847
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14001.788,235.9195826,1.038693957
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14022.859,237.8687866,1.085182219
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14060.093,241.269165,1.173102861
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14084.472,232.8800062,1.524485443
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14120.057,236.3980598,0.133591237
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14156.604,239.2381868,0.419221092
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14179.551,239.3606478,0.81172583
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14205.559,238.3613364,1.890501281
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14237.445,236.5950353,1.187944479
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14273.024,240.2122954,1.333690692
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14298.717,239.0367768,0.215312026
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14308.608,235.8013722,1.099624694
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14343.156,242.0789189,1.094260412
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14354.483,238.3900589,0.490904877
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14374.989,240.3252352,1.046646412
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14410.597,242.5463916,1.42332466
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14422.234,242.604603,1.755666425
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14443.283,240.9489026,0.345435229
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14463.583,238.6134573,0.765209665
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14497.209,242.0553866,2.246748502
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14520.852,241.1441164,1.265535855
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14531.297,243.1737729,0.811265051
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14541.662,235.8323421,0.564374617
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14552.933,241.7298076,0.419945733
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14563.518,239.8599977,1.455868838
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14575.933,239.7650381,1.73800113
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14586.185,237.9659544,1.137419277
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14595.468,235.3095142,0.613606755
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14606.209,237.5863296,0.851742185
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14619.389,237.9707238,0.761363228
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14629.987,240.1020213,1.115425088
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14645.202,238.1159241,0.59828742
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14652.256,234.622083,0.392363858
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14664.087,233.4167859,0.285418575
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14675.119,234.3354185,1.042298452
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14686.374,237.492439,0.293542475
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14696.689,228.9069485,0.435953656
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14706.958,228.1794674,0.770786873
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14718.124,230.5296191,1.095775941
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14730.883,234.5366891,1.230977382
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14743.189,231.4750143,1.104934718
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14758.515,227.9025821,0.748173346
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14763.412,224.6441299,0.782414857
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14776.283,227.3927297,1.115766299
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14787.831,227.7853621,0.230760705
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14799.135,228.5025021,1.024110551
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14810.614,227.5760817,0.432444381
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14822.391,226.5069056,0.699097295
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14834.75,228.4041873,0.011029133
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14844.772,227.8736319,0.410426271
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14857.525,233.1674386,1.472401474
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14869.177,232.2212331,0.585239377
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14880.662,227.8515067,1.109378857
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14892.457,230.6301424,1.244743925
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14904.212,228.7152896,0.539565413
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14915.908,228.3587951,0.532591788
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14929.02,228.469793,0.335076882
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14953.662,228.8902955,1.226772804
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14976.478,229.7867258,2.089491489
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",14987.256,227.6509859,1.219171609
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15011.48,228.3650655,1.018065794
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15034.777,225.3808352,0.838866632
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15072.534,228.9948075,0.241172389
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15095.81,234.4744689,0.023335995
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15133.528,229.6716066,0.630600972
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15156.516,228.8057322,0.892789497
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15181.113,227.8435848,1.037400495
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15218.875,230.1833981,0.328462717
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15243.443,228.2658596,1.214364752
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15280.741,225.7716291,0.919551685
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15320.944,227.643061,1.417612311
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15345.237,228.91652,0.957155987
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15382.846,225.3879517,1.57123038
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15410.078,224.7431162,0.753182027
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15462.934,223.2710403,1.377398264
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15546.395,223.5305343,0.346660342
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15649.43,222.7583451,1.370468997
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15704.787,222.1576434,0.566378195
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15767.681,224.8571802,1.87040614
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15844.953,222.3646872,0.436658223
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15920.254,223.5107393,0.648078476
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15936.522,223.768191,0.639334669
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15995.492,223.7224507,2.062396855
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",15998.978,224.4079902,0.177610301
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16014.67,222.3932787,0.893094196
